,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate
2361,Idaho,2/28/21,171140,1860,94230,75050,9576.596263,638919,1.086829496,35752.42087
2362,Illinois,2/28/21,1186613,22735,,1163878,9364.186884,18136253,1.915957435,143122.7051
2363,Indiana,2/28/21,661673,12573,,649100,9828.453293,8021430,1.900183323,119149.8672
2364,Iowa,2/28/21,336465,5471,315134,43031,11525.44951,1313829,1.504526505,41641.83362
2365,Kansas,2/28/21,295997,4692,,291305,10160.14752,1254463,1.585151201,43059.65646
2366,Kentucky,2/28/21,404622,4637,47544,352441,9056.66104,3904567,1.146007879,87395.98892
2367,Louisiana,2/28/21,430100,9608,408463,12029,9251.861881,5577167,2.233899093,119970.1901
2368,Maine,2/28/21,44635,703,12800,31132,3320.532773,1620101,1.5749972,120524.2179
2369,Maryland,2/28/21,382099,7869,9667,364563,6320.198886,7887028,2.059413922,130457.2521
2370,Massachusetts,2/28/21,581148,16118,494740,70290,8431.595895,16208091,2.773475948,235155.371
2371,Michigan,2/28/21,645550,16508,541258,87784,6463.995629,10290366,2.557199287,103039.0843
2372,Minnesota,2/28/21,484594,6551,470819,7224,8592.652854,6916577,1.351853304,122642.3462
2373,Mississippi,2/28/21,294795,6681,273437,14677,9905.25004,1730981,2.266320664,58161.77214
2374,Missouri,2/28/21,562920,8281,,486767,8066.033524,4482293,1.672568463,73032.10726
2375,Montana,2/28/21,99954,1357,96982,1615,9352.176037,1082512,1.357624507,101285.019
2376,Nebraska,2/28/21,200882,2082,154909,43891,10384.67583,2371202,1.036429347,122580.2416
2377,Nevada,2/28/21,293754,4957,,288797,9536.98449,2719219,1.687466383,88281.85975
2378,New Hampshire,2/28/21,75424,1170,71722,2532,5547.061103,1458750,1.551230378,107283.8272
2379,New Jersey,2/28/21,789356,23252,,766104,8886.95243,10657438,2.945692438,119986.6024
2380,New Mexico,2/28/21,185132,3716,146013,35403,8829.141528,2693461,2.007216473,128454.0132
2381,New York,2/28/21,1643867,47615,,1596252,8450.211249,38106915,2.896523867,195886.5783
2382,North Carolina,2/28/21,858548,11212,,847336,8185.937489,10323021,1.305925819,98426.18537
2383,North Dakota,2/28/21,99809,1475,97759,575,13097.22831,1409615,1.477822641,184973.7948
2384,Ohio,2/28/21,967422,18490,909524,40601,8276.274478,10030523,1.787947762,85810.90931
2385,Oklahoma,2/28/21,425557,4428,407312,12768,10728.10491,3509337,1.043089883,88687.45816
2386,Oregon,2/28/21,155597,2208,,153389,3689.111009,3564120,1.419050496,84503.13521
2387,Pennsylvania,2/28/21,933261,23967,836727,72567,7289.96877,10378789,2.568091884,81071.69128
2388,Rhode Island,2/28/21,125622,2502,,123120,11858.28061,2968641,1.991689354,280229.4024
2389,South Carolina,2/28/21,516823,8546,230793,277484,10037.90461,5027738,1.65356418,97650.36473
2390,South Dakota,2/28/21,112427,1888,108606,1933,12708.51255,422549,1.679311909,47764.05372
2391,Tennessee,2/28/21,775004,11411,749863,13730,11348.42955,6906699,1.472379497,101135.2032
2392,Texas,2/28/21,2653013,43697,2422369,186947,9149.620251,19557682,1.647070708,67449.86297
2393,Utah,2/28/21,371235,1935,352303,16997,11579.5341,2853915,0.521233181,89019.10131
2394,Vermont,2/28/21,15198,204,12532,2462,2435.619859,1068299,1.342281879,171204.7809
2395,Virginia,2/28/21,576050,8552,,567498,6748.857334,5902722,1.484593351,69154.81062
2396,Washington,2/28/21,339773,4956,,334817,4461.9537,5234432,1.458620903,68739.40317
2397,West Virginia,2/28/21,131855,2300,121797,7758,7357.376376,2204237,1.744340374,122994.2075
2398,Wisconsin,2/28/21,617367,7014,549668,60685,10603.246,6906878,1.136115147,118625.2691
2399,Wyoming,2/28/21,54394,671,53132,591,9398.385166,636716,1.23359194,110014.0127
2400,Alabama,3/1/21,493769,9931,285130,198708,10070.37263,2292074,2.011264377,46746.6351
2401,Alaska,3/1/21,58681,300,,58347,8016.868409,1698031,0.511535117,232115.7277
2402,Arizona,3/1/21,817821,15979,,801842,11235.7851,7682489,1.953850537,51724.28053
2403,Arkansas,3/1/21,322509,5250,313002,4257,10686.87695,2698497,1.627861548,89419.2267
2404,California,3/1/21,3573549,53146,,3521058,9044.160841,48712676,1.468875899,123285.0807
2405,Colorado,3/1/21,429839,5952,,423887,7464.120599,6229855,1.384704506,108180.9446
2406,Connecticut,3/1/21,282626,7651,,274975,7927.159861,6403426,2.707111165,179604.7836
2407,Delaware,3/1/21,87080,1422,,85658,8942.61854,1400454,1.632981167,143818.6255
2408,Florida,3/1/21,1910921,30999,,1879922,8897.217617,21784686,1.622202069,101429.1496
2409,Georgia,3/1/21,1008660,17376,,991284,9500.04535,7215169,1.722681578,67955.93432
2410,Hawaii,3/1/21,28381,439,,27347,1962.394906,1117157,1.576390139,78902.40078
2411,Idaho,3/1/21,171462,1867,94230,75365,9594.614633,638919,1.088871003,35752.42087
2412,Illinois,3/1/21,1187757,22759,,1164998,9373.214789,18178487,1.916132677,143455.9958
2413,Indiana,3/1/21,662213,12595,,649618,9836.474422,8035726,1.901956017,119362.2192
2414,Iowa,3/1/21,336890,5472,315443,43221,11541.29702,1315398,1.502735242,41691.5631
2415,Kansas,3/1/21,296644,4700,,291944,10182.3559,1259105,1.584390717,43218.9939
2416,Kentucky,3/1/21,405126,4652,47592,352882,9067.942081,3919142,1.148284731,87722.22139
2417,Louisiana,3/1/21,430504,9628,408463,12413,9260.552307,5585504,2.236448442,120149.527
2418,Maine,3/1/21,44763,703,12805,31255,3330.055081,1640789,1.570493488,122063.2609
2419,Maryland,3/1/21,382702,7879,9669,365154,6330.17295,7906291,2.058782029,130775.8763
2420,Massachusetts,3/1/21,582543,16144,494740,71659,8451.835277,16261930,2.771297569,235936.4951
2421,Michigan,3/1/21,647415,16519,541258,89638,6482.670173,10338681,2.551531861,103522.8701
2422,Minnesota,3/1/21,485230,6554,471647,7029,8603.930186,6934737,1.350699668,122964.353
2423,Mississippi,3/1/21,294994,6681,273437,14876,9911.936533,1754368,2.264791826,58947.58629
2424,Missouri,3/1/21,563489,8283,,487156,8072.420564,4490001,1.671850621,73157.69733
2425,Montana,3/1/21,100003,1357,97037,1609,9356.760712,1084202,1.356959291,101443.1435
2426,Nebraska,3/1/21,200946,2082,155333,43531,10387.98433,2373731,1.036099251,122710.9793
2427,Nevada,3/1/21,293980,4957,,289023,9544.321781,2725701,1.686169127,88492.30364
2428,New Hampshire,3/1/21,75588,1170,72055,2363,5559.12249,1461579,1.54786474,107491.8861
2429,New Jersey,3/1/21,792496,23273,,769223,8922.304071,10660578,2.936670974,120021.954
2430,New Mexico,3/1/21,185297,3729,147446,34122,8837.010553,2699792,2.012444886,128755.9453
2431,New York,3/1/21,1650303,47719,,1602584,8483.295166,38281073,2.891529616,196781.8283
2432,North Carolina,3/1/21,862170,11254,,850916,8220.471918,10401246,1.305311018,99172.0318
2433,North Dakota,3/1/21,99852,1475,97836,541,13102.8709,1410827,1.477186236,185132.837
2434,Ohio,3/1/21,968874,18516,911474,40054,8288.696307,10056602,1.790325677,86034.01459
2435,Oklahoma,3/1/21,425946,4478,407665,12745,10737.70821,3509717,1.053924799,88697.06146
2436,Oregon,3/1/21,155787,2212,,153575,3693.615794,3564120,1.41988741,84503.13521
2437,Pennsylvania,3/1/21,935822,23984,849275,62563,7309.973474,10443158,2.562880548,81574.49596
2438,Rhode Island,3/1/21,126588,2517,,124071,11949.46765,3011311,1.988340127,284257.3023
2439,South Carolina,3/1/21,517976,8562,230793,278621,10060.29855,5053310,1.652972338,98147.03244
2440,South Dakota,3/1/21,112470,1888,108664,1918,12713.37318,422817,1.678669868,47794.34788
2441,Tennessee,3/1/21,775693,11421,750755,13517,11358.51861,6789970,1.472360844,99425.9335
2442,Texas,3/1/21,2660791,43909,2429453,187429,9176.444751,19595211,1.650223561,67579.29169
2443,Utah,3/1/21,371492,1940,352814,16738,11587.55043,2859188,0.522218513,89183.57633
2444,Vermont,3/1/21,15284,205,12626,2453,2449.402153,1076259,1.341271918,172480.4444
2445,Virginia,3/1/21,577174,8783,,568391,6762.025836,5915914,1.521724818,69309.36478
2446,Washington,3/1/21,340708,4969,,335739,4474.232271,5234432,1.458433615,68739.40317
2447,West Virginia,3/1/21,132048,2300,122751,6997,7368.145582,2208571,1.741790864,123236.0403
2448,Wisconsin,3/1/21,617700,7014,550280,60406,10608.96525,6921918,1.135502671,118883.5803
2449,Wyoming,3/1/21,54471,671,53248,552,9411.689494,640594,1.231848139,110684.0671
2450,Alabama,3/2/21,494421,9991,285130,199300,10083.6701,2295722,2.020747501,46821.03571
2451,Alaska,3/2/21,58838,302,,58500,8038.056442,1704660,0.513587973,233021.892
2452,Arizona,3/2/21,818670,16060,,802610,11247.44924,7701480,1.961718397,51809.77637
2453,Arkansas,3/2/21,322949,5254,313426,4269,10701.45709,2702395,1.626882263,89548.39347
2454,California,3/2/21,3577966,53449,,3525168,9055.33966,48897190,1.475642865,123752.0602
2455,Colorado,3/2/21,430615,5959,,424656,7477.595778,6243861,1.383834748,108424.1577
2456,Connecticut,3/2/21,283128,7658,,275470,7941.240074,6418467,2.704783702,180026.657
2457,Delaware,3/2/21,87193,1426,,85767,8954.222994,1405303,1.635452387,144316.5901
2458,Florida,3/2/21,1918100,31135,,1886965,8930.642926,21901603,1.623220896,101973.5133
2459,Georgia,3/2/21,1011807,17480,,994327,9529.685311,7234444,1.727602201,68137.47554
2460,Hawaii,3/2/21,28423,439,,27380,1964.725625,1120660,1.574520095,79149.81015
2461,Idaho,3/2/21,171836,1871,94707,75258,9615.542803,640412,1.088828883,35835.96568
2462,Illinois,3/2/21,1189326,22803,,1166523,9385.596593,18234668,1.917304423,143899.3496
2463,Indiana,3/2/21,662750,12623,,650127,9844.45099,8056112,1.904639759,119665.0317
2464,Iowa,3/2/21,337520,5498,316185,43099,11561.77201,1316616,1.507201561,41730.16763
2465,Kansas,3/2/21,296654,4700,,291954,10182.69915,1259105,1.584337309,43218.9939
2466,Kentucky,3/2/21,406201,4671,47787,353743,9092.003824,3922153,1.149923314,87789.61665
2467,Louisiana,3/2/21,431271,9647,408463,13161,9277.051209,5608696,2.236876581,120648.409
2468,Maine,3/2/21,44944,703,12811,31430,3343.520219,1650133,1.564168743,122758.3893
2469,Maryland,3/2/21,383170,7905,9677,365588,6337.914015,7917331,2.063052953,130958.4861
2470,Massachusetts,3/2/21,582844,16182,494740,71922,8456.20234,16317937,2.776386134,236749.0736
2471,Michigan,3/2/21,649057,16544,541258,91255,6499.111783,10358755,2.548928677,103723.8743
2472,Minnesota,3/2/21,485655,6558,472470,6627,8611.466138,6943992,1.350341292,123128.4594
2473,Mississippi,3/2/21,295295,6724,278162,10409,9922.050274,1754669,2.277044989,58957.70003
2474,Missouri,3/2/21,564139,8298,,487515,8078.498029,4497905,1.673416537,73286.48092
2475,Montana,3/2/21,100158,1372,97199,1587,9371.263256,1086339,1.36983566,101643.0915
2476,Nebraska,3/2/21,201346,2084,155712,43550,10408.6625,2382251,1.03503422,123151.4241
2477,Nevada,3/2/21,294289,4967,,289322,9554.353741,2729627,1.68779669,88619.76471
2478,New Hampshire,3/2/21,75803,1170,72359,2274,5574.934674,1465475,1.543474533,107778.4176
2479,New Jersey,3/2/21,795785,23321,,772464,8959.333228,10779311,2.930565417,121358.7077
2480,New Mexico,3/2/21,185542,3740,148641,33161,8848.694863,2710151,2.015716118,129249.977
2481,New York,3/2/21,1656684,47818,,1608866,8516.096359,38409107,2.886368191,197439.9803
2482,North Carolina,3/2/21,863409,11288,,852121,8232.285325,10422010,1.307375763,99370.00886
2483,North Dakota,3/2/21,99957,1477,97934,546,13116.6493,1413141,1.477635383,185436.4868
2484,Ohio,3/2/21,970583,18545,914893,36635,8288.696307,10084481,1.790325677,86272.51884
2485,Oklahoma,3/2/21,426065,4534,407934,12531,10740.51339,3525279,1.06682604,89090.34208
2486,Oregon,3/2/21,156037,2225,,153812,3699.543144,3748444,1.425943847,88873.34606
2487,Pennsylvania,3/2/21,938296,24062,851608,62626,7329.298596,10476323,2.564435956,81833.55727
2488,Rhode Island,3/2/21,126849,2525,,124324,11974.10514,3022306,1.9905557,285295.1921
2489,South Carolina,3/2/21,518823,8576,230793,279454,10076.74926,5068421,1.652972208,98440.52321
2490,South Dakota,3/2/21,112652,1888,108789,1975,12733.94607,423463,1.675957817,47867.37037
2491,Tennessee,3/2/21,776337,11436,751776,13125,11367.94874,6797475,1.473071617,99535.82966
2492,Texas,3/2/21,2668091,44186,2441822,182083,9201.620741,19643058,1.656090441,67744.30479
2493,Utah,3/2/21,371979,1949,353737,16293,11602.7409,2865473,0.523954309,89379.61757
2494,Vermont,3/2/21,15372,206,12759,2407,2463.504966,1078840,1.340098881,172894.0735
2495,Virginia,3/2/21,578559,8943,,569616,6778.252148,5928679,1.545736908,69458.91632
2496,Washington,3/2/21,341441,4988,,336453,4483.858145,5280330,1.460867324,69342.14309
2497,West Virginia,3/2/21,132184,2301,123191,6692,7375.734245,2216628,1.740755311,123685.6128
2498,Wisconsin,3/2/21,618307,7050,550730,60527,10619.39045,6938594,1.140210284,119169.9897
2499,Wyoming,3/2/21,54527,682,53339,506,9421.36537,641380,1.250756506,110819.8749
2500,Alabama,3/3/21,497154,10029,295690,191435,10139.40938,2305317,2.017282371,47016.72484
2501,Alaska,3/3/21,59035,303,,58690,8064.165567,1711018,0.51362026,233891.0115
2502,Arizona,3/3/21,819954,16089,,803865,11265.08971,7739361,1.962183244,52031.71108
2503,Arkansas,3/3/21,323353,5261,313799,4293,10714.8443,2709946,1.627014439,89798.60852
2504,California,3/3/21,3582320,53728,,3529237,9066.359035,49028048,1.481805087,124083.2438
2505,Colorado,3/3/21,431670,5970,,425700,7495.91577,6273669,1.383000903,108941.7712
2506,Connecticut,3/3/21,283622,7678,,275944,7955.095901,6435635,2.707124271,180508.1891
2507,Delaware,3/3/21,87425,1440,,85985,8978.048069,1409916,1.647126108,144790.3188
2508,Florida,3/3/21,1924114,31267,,1892847,8958.644014,21975593,1.625007666,102318.0096
2509,Georgia,3/3/21,1014542,17625,,996917,9555.444857,7251427,1.737237098,68297.42961
2510,Hawaii,3/3/21,28424,441,,27395,1965.926298,1124866,1.580743668,79446.8709
2511,Idaho,3/3/21,172288,1876,94936,75476,9640.835672,641917,1.088874443,35920.18197
2512,Illinois,3/3/21,1191440,22853,,1168587,9402.279278,18315522,1.918099107,144537.411
2513,Indiana,3/3/21,663511,12633,,650878,9855.754841,8093057,1.903962406,120213.8106
2514,Iowa,3/3/21,338041,5501,317731,41101,11547.54094,1318994,1.509882443,41805.53839
2515,Kansas,3/3/21,297444,4772,,292672,10209.81604,1264760,1.604335606,43413.10274
2516,Kentucky,3/3/21,407373,4704,47927,354742,9118.23672,3940366,1.154715703,88197.27854
2517,Louisiana,3/3/21,431771,9668,415954,6149,9287.806687,5630195,2.23914992,121110.8731
2518,Maine,3/3/21,45091,705,12820,31566,3354.455994,1663423,1.563504912,123747.0726
2519,Maryland,3/3/21,383956,7919,9685,366352,6350.915034,7948627,2.062475909,131476.1449
2520,Massachusetts,3/3/21,584743,16252,494740,73751,8483.754015,16419989,2.779340668,238229.6968
2521,Michigan,3/3/21,650762,16550,541258,92954,6516.184221,10395435,2.543172466,104091.157
2522,Minnesota,3/3/21,486434,6575,473252,6607,8625.279096,6960999,1.351673608,123430.0217
2523,Mississippi,3/3/21,295675,6743,278162,10770,9934.818452,1755049,2.280544517,58970.46821
2524,Missouri,3/3/21,564834,8482,,487812,8086.351481,4508176,1.709067609,73453.83115
2525,Montana,3/3/21,100351,1373,97327,1651,9389.321262,1086657,1.368197626,101672.8451
2526,Nebraska,3/3/21,201608,2091,155933,43584,10422.20669,2392401,1.037161224,123676.1324
2527,Nevada,3/3/21,294684,4987,,289697,9567.177766,2738065,1.692321266,88893.71188
2528,New Hampshire,3/3/21,75990,1175,72600,2215,5588.687596,1467389,1.546256086,107919.1828
2529,New Jersey,3/3/21,799476,23449,,776027,9000.888294,10895827,2.933046145,122670.5013
2530,New Mexico,3/3/21,185898,3753,150168,31977,8865.67288,2720382,2.018849046,129737.9042
2531,New York,3/3/21,1663248,47935,,1615313,8549.838253,38627176,2.882011582,198560.9524
2532,North Carolina,3/3/21,865554,11363,,854191,8252.737106,9561647,1.312800819,91166.76602
2533,North Dakota,3/3/21,100067,1478,98014,575,13131.08382,1416045,1.477010403,185817.5582
2534,Ohio,3/3/21,972605,18575,916592,39263,8320.614932,10101222,1.722179096,86415.73774
2535,Oklahoma,3/3/21,426821,4534,408963,12249,10759.39146,3542049,1.064954222,89514.1511
2536,Oregon,3/3/21,156287,2252,,154035,3705.470493,3760400,1.440938786,89156.81561
2537,Pennsylvania,3/3/21,940923,24134,844569,72220,7349.818845,10514461,2.564928267,82131.4641
2538,Rhode Island,3/3/21,127285,2534,,124751,12015.26203,3041681,1.990808029,287124.1248
2539,South Carolina,3/3/21,519996,8620,230793,280583,10099.53165,5078144,1.657705059,98629.36648
2540,South Dakota,3/3/21,112833,1893,108947,1993,12754.40593,424345,1.677700673,47967.0698
2541,Tennessee,3/3/21,777935,11459,752966,13510,11391.34835,6817121,1.473002243,99823.50721
2542,Texas,3/3/21,2675712,44463,2450229,181020,9227.903784,19707655,1.661725926,67967.0847
2543,Utah,3/3/21,372708,1955,355033,15720,11625.47981,2876176,0.524539318,89713.46474
2544,Vermont,3/3/21,15487,207,12842,2438,2481.934778,1083198,1.336604894,173592.4832
2545,Virginia,3/3/21,580108,9326,,570782,6796.399844,5946972,1.607631682,69673.23252
2546,Washington,3/3/21,342236,5012,,337224,4494.298213,5301508,1.464486495,69620.25599
2547,West Virginia,3/3/21,132416,2309,123656,6451,7388.679612,2224809,1.743746979,124142.1044
2548,Wisconsin,3/3/21,619087,7069,551329,60689,10632.78691,6970553,1.141842746,119718.8839
2549,Wyoming,3/3/21,54616,682,53375,559,9436.7431,643476,1.248718324,111182.0291
2550,Alabama,3/4/21,498076,10094,295690,192292,10158.21349,2311207,2.02659835,47136.85084
2551,Alaska,3/4/21,59185,303,,58835,8083.986631,1724484,0.512360919,235731.7732
2552,Arizona,3/4/21,821108,16185,,804923,11280.94416,7775843,1.971117076,52174.24994
2553,Arkansas,3/4/21,323756,5273,314207,4276,10728.19839,2719229,1.628695684,90106.21631
2554,California,3/4/21,3587567,54108,,3534101,9079.63847,49147685,1.49031363,124386.0286
2555,Colorado,3/4/21,433021,5974,,427047,7519.37578,6310233,1.379609765,109576.7022
2556,Connecticut,3/4/21,284500,7693,,276807,7979.72225,6478498,2.704042179,181710.4205
2557,Delaware,3/4/21,87643,1444,,86199,9000.435424,1413640,1.647593076,145172.7523
2558,Florida,3/4/21,1930232,31387,,1898845,8987.129324,22079838,1.626073964,102803.3726
2559,Georgia,3/4/21,1017428,17750,,999678,9582.626594,7279616,1.744595195,68562.92718
2560,Hawaii,3/4/21,28521,441,,27450,1969.81083,1131093,1.577626389,79886.67055
2561,Idaho,3/4/21,172587,1876,95222,75489,9657.567016,643358,1.086988012,36000.81698
2562,Illinois,3/4/21,1193177,22902,,1170275,9415.986858,18389512,1.919413465,145121.305
2563,Indiana,3/4/21,664446,12663,,651783,9869.643278,8133596,1.905798214,120815.9746
2564,Iowa,3/4/21,338613,5536,318560,13529,10701.03041,1321446,1.639689004,41883.25457
2565,Kansas,3/4/21,297474,4772,,292702,10210.84579,1264760,1.60417381,43413.10274
2566,Kentucky,3/4/21,408440,4732,47992,355716,9142.119399,3954639,1.1585545,88516.75134
2567,Louisiana,3/4/21,432527,9686,415954,6887,9304.068969,5654985,2.239397772,121644.1296
2568,Maine,3/4/21,45231,705,12827,31699,3364.871017,1633308,1.558665517,121506.7266
2569,Maryland,3/4/21,384765,7922,9691,367152,6364.296489,7982350,2.05891908,132033.9482
